,product_uid,material
595605,149381.0,Solid Brass
595620,149382.0,Polypropylene
595630,149382.0,Comfort Grip
595651,149388.0,Brass
595750,149392.0,ABS
595858,149398.0,Zinc
595911,149403.0,Synthetic
595922,149404.0,PVC
595925,149404.0,PVC
595947,149405.0,Metal
596004,149415.0,Galvanized Steel
596020,149416.0,Steel
596069,149417.0,Metal
596089,149418.0,Multi-Purpose
596105,149419.0,Plastic
596131,149424.0,Cotton
596142,149427.0,Polyethylene
596148,149427.0,Polyethylene
596250,149437.0,Steel
596294,149442.0,Metal
596310,149444.0,Steel
596332,149445.0,Steel
596371,149449.0,Multi-Purpose
596376,149449.0,Brass
596448,149453.0,Other
596502,149459.0,Porcelain-Coated Cast Iron
596503,149459.0,Painted Steel
596520,149463.0,Copper
596525,149463.0,Copper
596546,149464.0,Steel
596567,149465.0,Copper
596614,149466.0,Cast Iron
596615,149466.0,Painted Steel
596646,149467.0,Zinc
596732,149479.0,Resin
596781,149485.0,Polyethylene
596811,149486.0,Metal
596837,149494.0,Plastic
596861,149501.0,Metal
596915,149509.0,Vinyl
596990,149516.0,Rubber
597006,149517.0,Quartz
597025,149524.0,Brass
597055,149527.0,Water
597075,149529.0,Metal
597203,149538.0,Plastic
597223,149540.0,Wood
597397,149563.0,Steel
597448,149567.0,Steel
597483,149568.0,Composite
597510,149570.0,Foam
597511,149570.0,Aluminum
597544,149575.0,Cast Iron
597625,149582.0,Plastic
597666,149583.0,Fireclay
597682,149584.0,Stainless Steel
597741,149589.0,Aluminum
597761,149590.0,Microfiber
597766,149590.0,0
597783,149592.0,Aluminum
597845,149596.0,Plastic
597871,149599.0,Vitreous China
597907,149605.0,Rubber
597945,149611.0,PVC
597951,149611.0,PVC
597981,149612.0,Solid Hardwood & Veneers
598036,149618.0,Copper
598052,149619.0,Aluminum
598099,149621.0,Metal
598179,149631.0,Quartz
598286,149651.0,Fiberglass
598301,149653.0,Metal
598384,149658.0,Metal
598419,149659.0,Glass
598434,149661.0,Aluminum
598507,149667.0,Plastic
598559,149675.0,Laminate / Metal
598681,149686.0,PVC
598767,149691.0,Aluminum
598803,149695.0,Vitreous China
598941,149705.0,Plastic
599006,149715.0,White Oak
599018,149721.0,Steel
599094,149725.0,PVC
599098,149725.0,Brass
599120,149727.0,Copper
599165,149737.0,Acrylic
599222,149739.0,Wood
599243,149740.0,Fiberglass
599267,149746.0,Carbide
599293,149747.0,Galvanized Steel
599309,149748.0,Resin
599352,149751.0,Cast-Iron
599383,149754.0,Aluminum
599411,149759.0,Multi-Purpose
599416,149759.0,PVC
599431,149760.0,Aluminum
599522,149769.0,Steel
599549,149770.0,Wood
599573,149773.0,Wood
599608,149775.0,Ceramic
599680,149780.0,Steel
599702,149781.0,Polyester
599703,149781.0,Fabric
599753,149784.0,High Speed Steel
599766,149784.0,Multi-Purpose
599801,149786.0,Fabric
599871,149788.0,Synthetic
599889,149795.0,Steel
599909,149796.0,Plastic
599915,149799.0,Die-Cast
599916,149799.0,Steel
599918,149799.0,Plastic
600044,149812.0,Epoxy/2 part
600064,149814.0,Cast Iron
600081,149816.0,Other
600096,149820.0,Metal
600136,149826.0,Plastic
600180,149827.0,Other
600189,149828.0,Glass
600208,149828.0,Glass
600245,149832.0,PVC
600250,149832.0,PVC
600269,149833.0,PVC
600316,149845.0,Rubber
600365,149851.0,Wood
600384,149854.0,Composite
600409,149854.0,Engineered stone composite
600452,149855.0,Stainless Steel
600482,149858.0,Stainless Steel
600530,149862.0,Metal
600580,149866.0,Metal
600609,149869.0,Plastic
600624,149870.0,Steel
600635,149871.0,Steel
600675,149876.0,Metal
600692,149878.0,Vinyl
600712,149881.0,Metal
600738,149882.0,Steel
600770,149883.0,Stone
600817,149890.0,Metal
600830,149896.0,Rubber
600850,149897.0,Concrete
600876,149900.0,Wood
600882,149900.0,Carbide
600901,149902.0,Steel
600948,149912.0,Copper
600991,149917.0,PEX
600996,149917.0,Brass
601084,149922.0,Latex
601105,149923.0,Steel
601170,149929.0,Copper
601209,149935.0,Metal
601267,149939.0,Metal
601293,149942.0,Wood
601294,149942.0,Solid Hardwoods & Veneer
601301,149942.0,Other Wood
601334,149944.0,Stainless Steel
601358,149946.0,Steel
601370,149948.0,Manila
601403,149950.0,Other
601426,149952.0,Leather
601460,149956.0,Metal
601508,149957.0,Other
601512,149957.0,Stainless Steel
601524,149958.0,Vinyl
601603,149962.0,Plastic
601641,149965.0,Wood
601660,149968.0,Concrete
601687,149976.0,Vinyl
601768,149980.0,Other
601804,149984.0,Slate
601866,149992.0,Vinyl
601905,149998.0,Zinc
601959,150003.0,Aluminum
601983,150006.0,Wood
602024,150008.0,Plastic
602031,150008.0,Plastic
602048,150010.0,Stainless Steel
602049,150010.0,Stainless Steel
602134,150017.0,Resin
602217,150022.0,Wood
602231,150025.0,Steel
602249,150026.0,Metal
602295,150029.0,Acrylic
602315,150030.0,Brass
602324,150031.0,Composite
602343,150031.0,Maple
602400,150036.0,Plastic
602424,150037.0,Brass
602452,150040.0,Resin
602468,150041.0,Rubber
602502,150043.0,Paper
602520,150045.0,Plastic
602539,150046.0,Aluminum
602567,150047.0,Stainless Steel
602601,150057.0,Wood
602607,150057.0,High Carbon Steel
602623,150058.0,PVC
602680,150067.0,Zinc Coated
602681,150067.0,Galvanized Steel
602708,150069.0,Wood
602732,150071.0,Plastic
602745,150075.0,Metal
602773,150077.0,Nylon
602820,150080.0,Steel
602834,150081.0,Steel
602859,150083.0,Oil
602922,150096.0,Plastic
602932,150097.0,Plastic
602975,150099.0,PEX
602980,150099.0,Plastic
603004,150100.0,Multi-Purpose
603009,150100.0,Brass
603035,150103.0,Multi-Purpose
603044,150103.0,Carbide
603061,150105.0,Steel
603128,150106.0,Wire
603129,150106.0,Glass
603174,150109.0,Wood
603265,150115.0,Wood
603292,150119.0,Wood
603354,150126.0,IRON
603379,150128.0,Polyurethane
603424,150131.0,Polyester
603425,150131.0,Fabric
603432,150133.0,Steel
603445,150133.0,Plastic
603463,150138.0,Aluminum
603491,150139.0,Wood
603546,150147.0,Wood
603576,150149.0,Solid Wood
603603,150150.0,Aluminum
603653,150152.0,Plastic
603656,150152.0,Black plastic handle and stainless steel bristles
603718,150157.0,Multi-Surface
603730,150158.0,Metal
603809,150168.0,Plywood
603827,150168.0,MDF
603892,150170.0,Composite
603911,150171.0,Acrylic
603952,150177.0,Wood
604004,150182.0,Metal
604022,150184.0,Vinyl
604085,150187.0,Aluminum
604101,150188.0,
604231,150198.0,Steel
604255,150201.0,Galvanized Steel
604304,150203.0,Steel
604368,150211.0,Plastic
604369,150211.0,Plastic/Metal
604469,150225.0,Steel
604604,150232.0,Metal
604705,150238.0,Particle Board
604721,150238.0,Cultured Marble
604739,150242.0,Wood
604789,150268.0,PVC
604914,150285.0,Aluminum
604960,150288.0,Glass
605146,150299.0,PEX
605151,150299.0,Plastic
605186,150300.0,Acrylic
605256,150304.0,Porcelain
605280,150307.0,Glass
605308,150312.0,Neodymium
605354,150319.0,No Handle
605357,150319.0,Stainless steel
605389,150320.0,Fabric
605423,150321.0,Wood
605449,150323.0,Wood
605474,150326.0,Polyethylene
605495,150328.0,Metal
605510,150329.0,Steel
605547,150330.0,Plastic
605592,150338.0,Copper
605594,150338.0,Brass
605616,150347.0,Plastic
605662,150351.0,Other
605722,150355.0,Steel
605745,150357.0,Brass
605759,150366.0,Steel
605851,150374.0,Steel
605877,150380.0,PVC
605904,150383.0,Steel
605911,150383.0,Metal
605945,150386.0,Travertine
605954,150387.0,Steel
606008,150390.0,Ceramic
606031,150391.0,Composite
606051,150395.0,Brass
606089,150402.0,Powder-Coated Steel
606112,150406.0,PVC
606114,150406.0,PVC
606142,150410.0,Medium Density Fiberboard (MDF)
606167,150412.0,Metal
606201,150413.0,Resin
606202,150413.0,"Tubes and supports steel, finials resin"
606252,150417.0,Steel
606294,150429.0,Polyurethane
606349,150437.0,Wood
606367,150439.0,Steel
606392,150441.0,Particle Board
606405,150441.0,Thermofoil
606449,150444.0,Glass
606458,150447.0,Synthetic Fiber
606520,150454.0,Medium Density Fiberboard (MDF)
606595,150464.0,Composite
606643,150469.0,Steel
606668,150472.0,Galvanized Steel
606749,150477.0,Sandbox - Composite Cover - Vinyl
606836,150485.0,Composite
606851,150485.0,MDF
606897,150490.0,Aluminum
606982,150503.0,PVC
606987,150503.0,PVC
607030,150510.0,Wood
607046,150511.0,ABS
607050,150511.0,Acrylonitrile Butadiene Styrene (ABS)
607087,150517.0,Multi-Purpose
607092,150517.0,Rubber
607165,150524.0,Quartz
607214,150525.0,Solid Brass
607229,150526.0,Steel
607247,150527.0,PVC
607275,150531.0,Steel
607287,150533.0,Steel
607299,150535.0,PVC
607305,150535.0,PVC
607325,150537.0,Galvanized Steel
607362,150542.0,Ceramic
607413,150544.0,Vitreous China
607439,150547.0,Steel
607463,150549.0,Multi-Surface
607489,150553.0,Thermoplastic
607526,150554.0,Plastic
607532,150554.0,Plastic
607578,150557.0,Steel
607593,150558.0,Steel
607628,150561.0,Porcelain
607703,150571.0,Stainless Steel
607720,150574.0,Wood
607768,150577.0,Steel
607781,150577.0,Steel
607821,150587.0,Metal
608024,150612.0,Aluminum
608046,150615.0,Steel
608078,150617.0,Other
608079,150617.0,Polyester
608101,150618.0,Metal
608124,150632.0,Copper
608127,150632.0,Brass
608202,150642.0,Stone
608232,150647.0,Polyester
608282,150655.0,Steel
608335,150660.0,PVC
608341,150660.0,0
608354,150661.0,Galvanized Steel
608385,150663.0,Faux wood
608417,150664.0,Metal
608471,150667.0,Natural Stone
608508,150670.0,"Wood, Metal"
608547,150672.0,Rubber
608562,150678.0,Wood
608579,150681.0,Sand
608587,150684.0,Steel
608609,150684.0,Diamond
608637,150692.0,PVC
608688,150694.0,Metal
608794,150705.0,Aluminum
608816,150706.0,Metal
608843,150707.0,Oil
608893,150710.0,Fiberglass Mesh
608909,150711.0,Plastic
608924,150716.0,Aluminum
608941,150719.0,Steel
608957,150722.0,Vitreous China
608978,150722.0,Granite
608999,150724.0,Brass
609023,150726.0,Vinyl
609081,150730.0,Metal
609140,150739.0,Brass
609168,150744.0,Metal
609199,150745.0,0
609208,150746.0,Metal
609235,150753.0,Cast Iron
609291,150754.0,Stainless Steel
609312,150756.0,Plastic
609336,150758.0,Stainless Steel
609401,150763.0,Wire
609517,150774.0,Steel
609570,150788.0,Aluminum
609587,150790.0,Plastic
609606,150793.0,Concrete
609626,150795.0,Other
609654,150800.0,Polyester
609690,150804.0,Plastic
609746,150812.0,Plastic
609769,150813.0,Resin
609804,150814.0,Comfort Grip
609839,150815.0,Plastic
609896,150823.0,Aluminum
609973,150831.0,Steel
610079,150849.0,MDF
610094,150849.0,MDF
610123,150852.0,Other
610124,150852.0,Metal
610205,150861.0,Polyethylene
610209,150861.0,Polyethylene
610247,150862.0,Porcelain-Coated Cast Iron
610248,150862.0,Stainless Steel
610283,150869.0,Vitreous China
610309,150873.0,Polymer coated polyester
610315,150873.0,0
610371,150875.0,Wood
610409,150878.0,Plastic
610448,150886.0,Steel
610480,150888.0,Wool & Wool Blend
610517,150890.0,Fiberglass
610539,150891.0,Nylon
610586,150893.0,Glass
610597,150895.0,Stainless Steel
610636,150896.0,Ceramic
610649,150901.0,Metal
610655,150901.0,Carbide
610688,150904.0,Porcelain
610743,150908.0,Plastic
610839,150911.0,Plastic
610859,150912.0,Brass
610892,150917.0,Medium Density Fiberboard (MDF)
610967,150923.0,Solid Brass
610989,150927.0,Steel
611019,150931.0,Steel
611061,150932.0,Slate
611110,150940.0,PVC
611130,150941.0,Steel
611164,150942.0,Stainless Steel
611186,150943.0,Plastic
611204,150946.0,Alloy
611235,150948.0,Stainless Steel
611253,150954.0,Other
611312,150962.0,"Engineered Wood,Hollow Core,Paper,PVC,Wood"
611369,150963.0,Solid Brass
611436,150969.0,Steel
611437,150969.0,Steel w/ Plastic
611469,150971.0,Polypropylene
611474,150971.0,0
611482,150980.0,Metal
611492,150980.0,Carbide
611510,150983.0,Multi-Surface
611530,150984.0,Brass
611578,150989.0,Solid Brass
611625,150992.0,Plastic
611641,150995.0,Aluminum
611661,150996.0,Steel
611721,150998.0,Metal
611752,150999.0,Plastic
611764,151004.0,Wood
611790,151005.0,Vinyl
611817,151007.0,Glass
611829,151011.0,Wood
611857,151017.0,Soft Plastic
611864,151017.0,Plastic
611900,151018.0,Synthetic
611911,151021.0,No Handle
611947,151024.0,Red Oak
612012,151032.0,wood
612031,151038.0,Comfort Grip
612053,151040.0,Galvanized Steel
612143,151056.0,Plastic
612175,151058.0,Ceramic
612195,151060.0,Steel
612202,151060.0,Other
612220,151061.0,Steel
612234,151066.0,Composite
612257,151066.0,Engineered quartz composite
612270,151070.0,Steel
612276,151076.0,Polypropylene
612305,151077.0,Cast Iron
612387,151086.0,Resin
612520,151096.0,Aluminum
612557,151102.0,Fiberglass
612585,151105.0,Polyester
612586,151105.0,Aluminum
612638,151109.0,Cement
612655,151111.0,Plywood
612672,151111.0,MDF
612715,151115.0,Other
612716,151115.0,Plastic
612856,151131.0,Vinyl
612945,151145.0,Other
612953,151147.0,Other
612982,151149.0,Black Oxide
613076,151154.0,Metal
613100,151158.0,ABS
613119,151159.0,Aluminum
613199,151164.0,PVC
613251,151168.0,Metal
613312,151171.0,Stainless steel
613331,151171.0,Other
613398,151186.0,Diamond
613410,151186.0,Multi-Purpose
613424,151192.0,Steel
613430,151192.0,Brass
613517,151203.0,Metal
613579,151217.0,Acrylic
613663,151223.0,Multi-Purpose
613667,151223.0,PVC
613690,151224.0,Aluminum
613708,151226.0,Plastic
613721,151228.0,Plastic
613722,151228.0,Rubber
613778,151235.0,Aluminum
613793,151244.0,Galvanized Steel
613858,151245.0,Stainless Steel
613871,151246.0,Nylon
613903,151248.0,Galvanized Steel
613930,151250.0,Wood
613960,151252.0,Oil
614070,151256.0,Medium Density Fiberboard (MDF)
614086,151256.0,Marble
614166,151268.0,Plastic
614167,151268.0,Polyester
614197,151278.0,Galvanized Steel
614232,151288.0,Carbide
614261,151293.0,Galvanized Steel
614272,151294.0,Wood
614284,151294.0,Solid Hardwood & Engineered Wood
614296,151299.0,Solid Brass
614312,151301.0,Glass
614328,151301.0,Medium Density Fiberboard (MDF)
614344,151301.0,Granite
614377,151303.0,Latex
614466,151305.0,Solid Brass
614494,151307.0,Metal
614534,151315.0,Polypropylene
614588,151321.0,Metal
614630,151322.0,Ceramic
614642,151323.0,HDPE(High Density Polethylene)
614680,151324.0,Plywood
614717,151327.0,Cast Iron
614805,151330.0,Solid Wood
614824,151330.0,Porcelain
614844,151334.0,Steel
614860,151336.0,PVC
614874,151340.0,Wood
614885,151340.0,"Banana leaves, mahogany solids, plywood"
614972,151355.0,Steel
615031,151360.0,Steel
615038,151362.0,Plywood
615055,151362.0,MDF
615076,151363.0,Cast Metal
615115,151364.0,Ceramic
615126,151365.0,Aluminum
615143,151368.0,Wood
615210,151373.0,Aluminum
615228,151374.0,Metal
615258,151381.0,Metal
615330,151391.0,PVC
615356,151393.0,Solid Brass
615424,151398.0,Red Oak
615464,151405.0,Steel
615484,151408.0,Composite
615561,151412.0,Glass
615572,151414.0,Glass
615616,151417.0,Acrylic
615637,151418.0,Steel
615683,151423.0,Brass
615686,151423.0,Brass
615739,151429.0,Acrylic over wire frame
615771,151431.0,Wood
615799,151433.0,Vinyl
615845,151436.0,Nylon
615885,151443.0,Aluminum
615944,151453.0,Slate
615978,151469.0,Polypropylene
616080,151485.0,Polypropylene
616165,151494.0,Plastic
616227,151496.0,Marble
616376,151520.0,Stone
616404,151526.0,Steel
616414,151526.0,Fiberglass
616436,151528.0,Steel
616463,151533.0,Wood
616498,151542.0,Polyfiber
616499,151542.0,Steel
616525,151546.0,Wood
616526,151546.0,Plastic/Metal/Wood
616568,151552.0,Plastic
616605,151554.0,Stainless Steel
616673,151563.0,Other
616690,151564.0,Fabric
616704,151569.0,Galvanized Steel
616776,151572.0,Metal
616788,151579.0,Steel
616800,151580.0,Composite
616818,151580.0,Oak
616844,151583.0,Other
616903,151603.0,Metal
616920,151607.0,Vitreous China
616942,151609.0,Steel
616996,151612.0,Synthetic/Microfiber
617036,151615.0,Glass
617074,151619.0,Stainless Steel
617114,151620.0,Ceramic
617145,151626.0,Brass
617159,151628.0,Steel
617178,151629.0,Metal
617196,151630.0,Composite
617209,151635.0,Multi-Purpose
617215,151635.0,High Speed Steel
617402,151645.0,Solid Brass
617428,151649.0,Steel
617432,151649.0,Stainless Steel
617433,151649.0,Painted Steel
617456,151650.0,Vinyl
617471,151657.0,PEX
617477,151657.0,Brass
617497,151660.0,Plastic
617514,151665.0,Metal
617544,151667.0,High Density Polyethyelene
617693,151692.0,Composite
617711,151692.0,Maple
617751,151695.0,Metal
617780,151698.0,Aluminum
617815,151703.0,Wood
617843,151704.0,Steel
617862,151706.0,Other
617884,151712.0,Wood
617913,151716.0,Polyfiber
618026,151725.0,Wood
618050,151726.0,CPVC
618055,151726.0,Chlorinated Poly Vinyl Chloride (CPVC)
618130,151734.0,Aluminum
618133,151734.0,Aluminum
618174,151740.0,Wood
618186,151743.0,Carbide
618234,151749.0,Vinyl
618249,151753.0,Plastic
618260,151757.0,Brass
618268,151757.0,Brass
618286,151760.0,Plastic
618321,151761.0,Synthetic
618411,151772.0,Metal
618434,151773.0,Metal
618456,151774.0,Laminate
618513,151777.0,100% Polyester
618519,151777.0,0
618542,151778.0,Metal
618644,151796.0,Galvanized Steel
618697,151804.0,Other
618757,151808.0,Stainless Steel
618783,151811.0,Multi-Purpose
618789,151811.0,BiMetal
618838,151819.0,Alloy
618868,151824.0,Wood
618894,151825.0,Plastic
618919,151828.0,Metal
618959,151836.0,Steel
618975,151847.0,Steel
618989,151849.0,Other
619008,151858.0,Resin
619037,151861.0,Brass
619055,151863.0,Steel
619074,151864.0,Plastic
619080,151864.0,Plastic
619127,151868.0,Steel
619141,151868.0,Other
619198,151873.0,PVC
619276,151881.0,Vinyl
619324,151884.0,Nylon
619349,151885.0,Aluminum
619403,151889.0,Wire
619438,151891.0,Stainless Steel
619482,151894.0,Composite
619494,151896.0,Steel
619507,151898.0,PEX
619508,151898.0,Metal
619542,151900.0,Porcelain-Coated Cast Iron
619543,151900.0,Painted Steel
619605,151913.0,Steel
619667,151918.0,Metal
619718,151927.0,Polycarbonate
619770,151936.0,Plywood
619786,151936.0,MDF
619952,151946.0,Laminate
619989,151949.0,Aluminum
620008,151951.0,Stainless steel
620105,151961.0,Synthetic/Microfiber
620167,151977.0,Polycarbonate
620335,151996.0,Wire
620346,151999.0,Zinc
620364,152003.0,Wood
620370,152003.0,High Carbon Steel
620384,152006.0,Fabric
620479,152026.0,Steel
620524,152033.0,Multi-Purpose
620532,152033.0,Steel
620552,152039.0,Vinyl
620581,152042.0,Steel
620660,152051.0,Ceramic
620704,152058.0,Other
620729,152059.0,Aluminum
620739,152059.0,Aluminum
620806,152071.0,Plastic
620939,152079.0,Metal
620959,152080.0,Maple
620997,152082.0,Wood
621009,152085.0,Plastic
621018,152085.0,Plastic
621033,152086.0,Vitreous China
621066,152089.0,Glass
621130,152098.0,Composite
621153,152104.0,Plastic
621154,152104.0,Plastic
621171,152108.0,Metal
621204,152112.0,Bamboo
621239,152116.0,Wood
621271,152117.0,Wood
621297,152122.0,Zinc Coated
621298,152122.0,Galvanized Steel
621338,152123.0,Metal
621403,152124.0,Stainless Steel
621431,152126.0,Wood
621432,152126.0,Solid Hardwoods & Veneer
621493,152135.0,Composite
621537,152151.0,Metal
621547,152154.0,Steel
621644,152161.0,Plywood
621662,152161.0,MDF
621691,152164.0,Steel
621707,152166.0,Aluminum
621755,152169.0,Metal
621783,152171.0,Polyfiber
621812,152173.0,Wool & Wool Blend
621840,152176.0,Steel
621865,152178.0,Plastic
621886,152183.0,Plastic
621972,152192.0,Cast Iron
621985,152197.0,Steel
621998,152198.0,Plastic
622014,152203.0,Porcelain-enameled cast iron
622100,152205.0,Metal
622143,152209.0,Metal
622170,152212.0,Metal
622220,152214.0,Glass
622221,152214.0,Glass
622241,152215.0,Composite
622300,152227.0,Steel
622325,152228.0,Steel
622427,152238.0,Other
622440,152239.0,Steel
622447,152239.0,Plastic
622454,152241.0,PVC
622458,152241.0,PVC
622492,152244.0,Black malleable iron
622496,152244.0,Iron
622526,152245.0,Water
622542,152250.0,Fiberglass
622560,152253.0,Wood
622602,152255.0,Cast Iron
622645,152255.0,Steel
622655,152259.0,Iron
622678,152264.0,Aluminum
622692,152265.0,PVC
622698,152265.0,PVC
622736,152267.0,Cast Iron
622746,152271.0,Polyethylene
622788,152272.0,Steel
622826,152274.0,Ceramic
622863,152283.0,Synthetic/Microfiber
622958,152289.0,Porcelain
622987,152295.0,Stone
623013,152298.0,Steel
623032,152298.0,Other
623054,152299.0,Plastic
623081,152300.0,Brass
623114,152302.0,Steel
623138,152303.0,Wood
623151,152304.0,Resin
623168,152305.0,Steel
623195,152307.0,Laminate
623255,152309.0,Glass
623256,152309.0,Glass
623339,152318.0,Manufactured from certified Environmentally Preferred laminated particle panels
623364,152320.0,Steel
623384,152321.0,Wood
623412,152324.0,Fiberglass
623428,152325.0,PVC
623478,152332.0,Polypropylene
623525,152334.0,Glass
623537,152338.0,Metal
623590,152342.0,Plastic
623646,152346.0,Metal
623745,152357.0,Fabric
623757,152363.0,Aluminum
623802,152367.0,Wood
623808,152367.0,Molded Wood
623855,152372.0,Plastic
623877,152373.0,Steel
623928,152378.0,Acrylic
623969,152382.0,Aluminum
624003,152390.0,Metal
624040,152396.0,Steel
624105,152404.0,Synthetic/Microfiber
624141,152407.0,Die-Cast
624172,152407.0,Stainless Steel
624177,152408.0,Particle Board
624190,152408.0,Birch
624210,152409.0,Vitreous China
624239,152409.0,Granite
624255,152410.0,Cement
624264,152410.0,Diamond
624297,152415.0,Composite
624365,152423.0,Steel
624401,152429.0,Multiple
624434,152430.0,Fiberglass
624468,152436.0,Porcelain
624496,152440.0,Other Wood
624514,152441.0,Polyester
624515,152441.0,Steel
624536,152443.0,Plastic
624557,152444.0,Steel
624562,152444.0,Steel
624580,152450.0,Steel
624677,152460.0,Aluminum
624702,152462.0,Other
624746,152466.0,Wood
624752,152466.0,Molded Wood
624760,152468.0,Composite
624778,152468.0,Hickory
624839,152472.0,Latex
624857,152474.0,Metal
624992,152482.0,Plastic
625002,152492.0,Composite
625026,152492.0,Cultured Marble
625043,152493.0,Galvanized Steel
625065,152497.0,Copper
625093,152504.0,Medium Density Fiberboard (MDF)
625113,152509.0,Acrylonitrile Butadiene Styrene (ABS)
625167,152512.0,Plastic
625290,152526.0,Wood
625303,152528.0,Plastic
625318,152530.0,Metal
625367,152538.0,PVC
625425,152543.0,Steel
625443,152544.0,Metal
625483,152546.0,Ceramic
625496,152548.0,Other
625531,152552.0,Multi-Surface
625544,152553.0,Plastic
625579,152556.0,PVC
625603,152562.0,Acrylic
625640,152564.0,Steel
625705,152570.0,Steel
625719,152571.0,Plastic
625750,152577.0,Titanium
625795,152581.0,Metal
625815,152582.0,Cardboard
625816,152582.0,Proprietary
625839,152583.0,Stainless Steel
625986,152595.0,Wood
626020,152596.0,Synthetic
626098,152605.0,Synthetic
626151,152611.0,Steel
626256,152622.0,Other
626296,152625.0,Cardboard
626297,152625.0,Proprietary
626345,152627.0,Chrome
626374,152629.0,Oil
626386,152632.0,Metal
626422,152643.0,Brass
626492,152654.0,Laminate
626513,152654.0,Thermofoil
626541,152656.0,Other
626542,152656.0,Polyester
626574,152657.0,Metal
626612,152661.0,Wood
626618,152661.0,Molded Wood
626670,152664.0,Vitreous China
626693,152664.0,Granite
626723,152678.0,Other Wood
626847,152686.0,Vinyl
626851,152686.0,Plastic
626866,152687.0,Synthetic/Microfiber
626887,152688.0,Foam
626888,152688.0,Steel
627056,152704.0,Wood
627062,152704.0,Molded Wood
627083,152712.0,Cotton
627147,152723.0,Plastic
627167,152725.0,PVC
627180,152728.0,Copper
627186,152728.0,Copper
627223,152732.0,Acrylonitrile Butadiene Styrene (ABS)
627238,152735.0,Plastic
627312,152742.0,PVC
627398,152746.0,Particle Board
627414,152746.0,Engineered quartz composite
627477,152748.0,Stainless Steel
627541,152752.0,Resin
627579,152757.0,Steel
627632,152759.0,Acrylic
627655,152763.0,Aluminum
627717,152773.0,Porcelain-Coated Steel
627815,152779.0,Other Wood
627850,152780.0,Ceramic
627881,152783.0,Metal
627886,152783.0,Metal
627896,152783.0,Metal
627911,152787.0,Vinyl
627935,152793.0,Metal
627937,152793.0,Aluminum
627970,152798.0,Stainless Steel
627998,152803.0,Vitreous China
628036,152805.0,Porcelain
628053,152809.0,Steel
628067,152809.0,Other
628101,152811.0,Stainless steel
628166,152820.0,Ceramic
628273,152829.0,Polyurethane
628317,152840.0,Plastic
628349,152843.0,Copper
628398,152851.0,Other
628441,152860.0,Composite
628459,152860.0,MDF
628566,152866.0,Wire
628567,152866.0,Glass
628584,152869.0,Grapevine frame
628601,152872.0,Stainless Steel
628633,152875.0,Steel
628642,152879.0,Moduel plastic housing
628679,152881.0,Plastic
628706,152888.0,Acrylic
628749,152895.0,Steel
628867,152904.0,Plastic
628905,152908.0,Other
628921,152908.0,Particle Board
628937,152908.0,Solid-surface materials
628992,152910.0,Ceramic
629003,152912.0,Metal
629053,152916.0,Concrete
629086,152918.0,Stainless Steel
629188,152927.0,Red Oak
629208,152930.0,Plastic
629252,152931.0,Marble
629271,152932.0,Water
629298,152933.0,Oil
629310,152934.0,PVC
629316,152934.0,PVC
629369,152937.0,Plastic
629393,152942.0,Steel
629430,152943.0,Aluminum
629528,152956.0,Other Wood
629537,152962.0,Coroplast
629604,152971.0,Steel
629635,152973.0,Vinyl
629654,152974.0,Aluminum
629674,152976.0,Steel
629713,152982.0,Acrylic
629755,152986.0,Powder-Coated Steel
629848,152996.0,Steel
629866,152999.0,Metal
629872,152999.0,BiMetal
629917,153003.0,Metal
629931,153006.0,Metal
629956,153007.0,Water
629971,153008.0,Resin
630026,153011.0,Wood
630082,153019.0,Aluminum
630156,153026.0,PEX
630161,153026.0,Plastic
630178,153027.0,Vinyl
630203,153031.0,Plastic
630228,153032.0,Plastic
630308,153042.0,Steel
630346,153044.0,Steel
630361,153045.0,Wood
630421,153051.0,Steel
630543,153064.0,Marble
630564,153066.0,Composite
630581,153069.0,Aluminum
630625,153073.0,Steel
630647,153074.0,Vitreous China
630662,153076.0,Stone
630713,153080.0,Steel
630735,153082.0,Steel
630792,153085.0,Stainless Steel
630835,153092.0,Oil
630888,153094.0,Glass
630889,153094.0,Glass
630927,153098.0,Metal
630947,153105.0,Galvanized Steel
630965,153107.0,Plastic
631002,153116.0,Cloth
631023,153117.0,Wood
631051,153123.0,Plastic
631079,153126.0,Polyester
631089,153126.0,100
631184,153136.0,Galvanized Steel
631245,153144.0,Metal
631258,153145.0,Copper
631307,153153.0,CPVC
631313,153153.0,Chlorinated Poly Vinyl Chloride (CPVC)
631354,153159.0,Brass
631408,153167.0,PEX
631411,153167.0,Plastic
631436,153170.0,Plastic
631442,153170.0,Plastic
631465,153172.0,Acrylonitrile Butadiene Styrene (ABS)
631574,153179.0,Resin
631716,153197.0,PVC
631792,153201.0,Laminate
631802,153204.0,PVC
631808,153204.0,PVC
631861,153209.0,Cast Iron
631862,153209.0,Painted Steel
631936,153215.0,Composite
631961,153215.0,Engineered stone composite
632080,153230.0,Plastic
632112,153235.0,PVC
632116,153235.0,PVC
632161,153239.0,Steel
632192,153246.0,Acrylic
632211,153247.0,Vinyl
632242,153250.0,Steel
632307,153251.0,Wire
632308,153251.0,Glass
632354,153275.0,Metal
632380,153277.0,Other
632408,153278.0,Steel
632437,153281.0,Composite
632504,153285.0,Polyfiber
632505,153285.0,Aluminum
632525,153290.0,Aluminum
632582,153300.0,Wood
632600,153301.0,Steel
